fecha,ccaa,Hosp_Totales,Hosp_7días,UCI_Totales,UCI_7dias,Hosp_actual,%CamasCovid,UCI_actual,%CamasUCI,Ingresos_24horas,Altas_24horas
2020-12-11,Cantabria,1.269,69,141,10,158 ,"9,84% ",28 ,"22,95% ",19,16
2020-12-11,Castilla La Mancha,13.529,82,848,5,564 ,"11,48% ",85 ,"22,43% ",57,55
2020-12-11,Castilla y León,17.249,235,1262,17,924 ,"13,25% ",174 ,"31,75% ",65,99
2020-12-11,Cataluña,28.437,146,2.337,12,2.446 ,"9,66% ",366 ,"27,85% ",174,247
2020-12-11,Ceuta,187,3,21,0,9 ,"4,48% ",1 ,"5,88% ",0,2
2020-12-11,C. Valenciana,14.072,284,1515,22,1.175 ,"10,31% ",243 ,"23,99% ",168,151
2020-12-11,Extremadura,3.304,55,294,6,178 ,"5,59% ",31 ,"13,84% ",9,12
2020-12-11,Galicia,6.678,185,769,16,309 ,"3,76% ",51 ,"7,04% ",51,44
2020-12-11,Madrid,53.152,176,3.776,8,1.615 ,"9,63% ",309 ,"25,58% ",189,195
2020-12-11,Melilla,321,13,44,0,19 ,"10,61% ",2 ,"14,29% ",0,2
2020-12-11,Murcia,4903,73,658,9,243 ,"5,79% ",68 ,"14,59% ",30,33
2020-12-11,Navarra,4.399,48,360,5,161 ,"7,82% ",21 ,"16,41% ",27,17
2020-12-11,País Vasco,8.869,5,665,2,660 ,"14,10% ",97 ,"25,94% ",94,98
2020-12-11,La Rioja,2.249,23,216,2,81 ,"9,42% ",28 ,"46,67% ",6,6
2020-12-14,Andalucía,22.193,254,2.084,19,1.410 ,"8,30% ",288 ,"17,29% ",96,82
2020-12-14,Aragón,9.274,172,838,9,422 ,"10,10% ",61 ,"26,18% ",24,21
2020-12-14,Asturias,4.711,125,348,7,592 ,"16,93% ",110 ,"32,35% ",20,6
2020-12-14,Baleares,2.627,46,382,7,261 ,"7,79% ",56 ,"19,38% ",26,1
2020-12-14,Canarias,2810,104,522,16,296 ,"5,52% ",50 ,"11,29% ",10,9
2020-12-14,Cantabria,1.309,83,145,11,155 ,"9,74% ",26 ,"21,31% ",16,5
2020-12-14,Castilla La Mancha,13.630,92,865,10,589 ,"12,08% ",82 ,"21,64% ",39,16
2020-12-14,Castilla y León,17.354,203,1270,14,829 ,"12,15% ",165 ,"30,56% ",59,25
2020-12-14,Cataluña,28.599,125,2.353,13,2.549 ,"10,20% ",377 ,"28,54% ",151,142
2020-12-14,Ceuta,187,1,21,0,11 ,"5,58% ",2 ,"11,76% ",0,0
2020-12-14,C. Valenciana,14.215,260,1526,18,1.225 ,"10,82% ",242 ,"24,01% ",145,57
2020-12-14,Extremadura,3.328,47,296,6,175 ,"5,56% ",27 ,"12,68% ",10,2
2020-12-14,Galicia,6.753,193,781,25,339 ,"4,12% ",52 ,"7,18% ",49,19
2020-12-14,Madrid,53.291,150,3.788,10,1.770 ,"11,02% ",314 ,"26,19% ",128,61
2020-12-14,Melilla,321,8,44,0,15 ,"8,38% ",2 ,"14,29% ",0,0
2020-12-14,Murcia,4929,62,666,12,227 ,"5,75% ",67 ,"14,38% ",27,12
2020-12-14,Navarra,4.418,48,362,3,142 ,"7,42% ",22 ,"17,19% ",5,7
2020-12-14,País Vasco,8.891,2,666,0,642 ,"13,85% ",96 ,"25,60% ",33,23
2020-12-14,La Rioja,2.266,27,216,0,87 ,"10,74% ",29 ,"48,33% ",2,0
2020-12-15,Andalucía,22.301,291,2.095,19,1.381 ,"8,12% ",277 ,"16,63% ",127,167
2020-12-15,Aragón,9.309,180,839,8,426 ,"10,19% ",60 ,"25,86% ",51,50
2020-12-15,Asturias,4.736,127,350,7,579 ,"16,54% ",99 ,"29,12% ",36,44
2020-12-15,Baleares,2.635,45,384,7,288 ,"8,60% ",56 ,"19,38% ",36,17
2020-12-15,Canarias,2835,116,524,14,311 ,"5,82% ",50 ,"11,29% ",26,15
2020-12-15,Cantabria,1.317,77,147,11,144 ,"9,05% ",26 ,"21,31% ",8,16
2020-12-15,Castilla La Mancha,13.668,96,868,12,569 ,"11,66% ",77 ,"20,16% ",51,62
2020-12-15,Castilla y León,17.417,207,1277,18,799 ,"11,51% ",169 ,"30,51% ",69,80
2020-12-15,Cataluña,28.708,135,2.367,14,2.692 ,"10,85% ",376 ,"28,38% ",224,237
2020-12-15,Ceuta,191,5,22,1,9 ,"4,57% ",2 ,"11,76% ",0,2
2020-12-15,C. Valenciana,14.374,327,1543,26,1.245 ,"10,92% ",234 ,"22,94% ",172,152
2020-12-15,Extremadura,3.344,49,297,4,171 ,"5,38% ",27 ,"12,05% ",25,14
2020-12-15,Galicia,6.796,197,786,27,344 ,"4,16% ",52 ,"7,18% ",63,41
2020-12-15,Madrid,53.420,170,3.798,15,1.689 ,"10,43% ",313 ,"26,00% ",197,197
2020-12-15,Melilla,321,8,44,0,13 ,"7,26% ",2 ,"14,29% ",1,3
2020-12-15,Murcia,4964,81,668,12,230 ,"5,82% ",70 ,"15,02% ",32,18
2020-12-15,Navarra,4.434,56,363,4,135 ,"7,06% ",21 ,"16,41% ",17,24
2020-12-15,País Vasco,8.905,7,669,0,632 ,"13,80% ",87 ,"23,14% ",71,97
2020-12-15,La Rioja,2.275,28,216,0,79 ,"9,75% ",29 ,"48,33% ",4,11
2020-12-16,Andalucía,22.400,312,2.101,19,1.327 ,"7,81% ",264 ,"15,86% ",147,173
2020-12-16,Aragón,9.325,173,842,10,417 ,"9,98% ",57 ,"24,57% ",38,46
2020-12-16,Asturias,4.764,120,351,6,496 ,"14,21% ",92 ,"27,54% ",40,61
2020-12-16,Baleares,2.679,67,389,10,308 ,"9,18% ",56 ,"19,38% ",41,21
2020-12-16,Canarias,2857,117,526,12,312 ,"5,83% ",46 ,"10,38% ",32,26
2020-12-16,Cantabria,1.328,81,147,10,136 ,"8,54% ",21 ,"17,21% ",10,20
2020-12-16,Castilla La Mancha,13.709,112,869,12,556 ,"11,41% ",73 ,"19,26% ",53,69
2020-12-16,Castilla y León,17.485,219,1280,14,815 ,"11,75% ",163 ,"29,32% ",77,83
2020-12-16,Cataluña,28.828,161,2.368,10,2.467 ,"9,95% ",379 ,"28,56% ",223,268
2020-12-16,Ceuta,191,5,22,1,11 ,"5,58% ",2 ,"11,76% ",1,0
2020-12-16,C. Valenciana,14.536,388,1556,26,1.250 ,"10,89% ",227 ,"22,10% ",150,137
2020-12-16,Extremadura,3.351,45,298,3,165 ,"5,19% ",29 ,"12,95% ",15,13
2020-12-16,Galicia,6.828,188,789,25,322 ,"3,89% ",50 ,"6,91% ",41,46
2020-12-16,Madrid,53.501,174,3.801,15,1.700 ,"10,00% ",303 ,"25,19% ",209,176
2020-12-16,Melilla,322,4,44,0,13 ,"7,26% ",2 ,"14,29% ",1,1
2020-12-16,Murcia,4975,82,673,14,222 ,"5,62% ",65 ,"13,95% ",28,20
2020-12-16,Navarra,4.443,58,365,5,139 ,"7,28% ",23 ,"18,70% ",4,6
2020-12-16,País Vasco,8.924,7,672,1,619 ,"13,37% ",84 ,"22,28% ",91,117
2020-12-16,La Rioja,2.283,30,217,1,71 ,"8,77% ",28 ,"46,67% ",3,11
2020-12-17,Andalucía,22.491,321,2.131,17,1.287 ,"7,58% ",270 ,"16,31% ",136,175
2020-12-17,Aragón,9.360,170,846,12,386 ,"9,25% ",53 ,"22,84% ",27,46
2020-12-17,Asturias,4.791,117,354,5,494 ,"14,15% ",83 ,"24,85% ",23,63
2020-12-17,Baleares,2.697,73,390,8,299 ,"8,93% ",59 ,"20,42% ",23,43
2020-12-17,Canarias,2881,118,530,13,283 ,"5,29% ",45 ,"10,18% ",28,21
2020-12-17,Cantabria,1.339,75,147,7,131 ,"8,14% ",21 ,"17,21% ",13,16
2020-12-17,Castilla La Mancha,13.755,110,872,11,540 ,"11,10% ",77 ,"20,32% ",47,63
2020-12-17,Castilla y León,17.544,218,1288,10,763 ,"11,01% ",162 ,"29,14% ",66,93
2020-12-17,Cataluña,28.897,152,2.373,9,2.649 ,"10,69% ",376 ,"28,44% ",240,221
2020-12-17,Ceuta,191,3,22,1,13 ,"6,57% ",2 ,"11,76% ",2,0
2020-12-17,C. Valenciana,14.692,414,1567,28,1.233 ,"10,75% ",227 ,"22,15% ",166,146
2020-12-17,Extremadura,3.381,64,299,4,172 ,"5,41% ",26 ,"11,61% ",29,12
2020-12-17,Galicia,6.841,180,790,23,316 ,"3,82% ",51 ,"7,04% ",49,41
2020-12-17,Madrid,53.622,177,3.809,18,1.716 ,"10,11% ",309 ,"25,79% ",193,163
2020-12-17,Melilla,323,3,44,0,13 ,"7,26% ",3 ,"21,43% ",2,2
2020-12-17,Murcia,4991,80,673,12,220 ,"5,57% ",63 ,"13,52% ",24,23
2020-12-17,Navarra,4.453,62,365,5,137 ,"7,18% ",22 ,"17,74% ",8,11
2020-12-17,País Vasco,8.947,16,676,1,618 ,"13,34% ",81 ,"21,15% ",77,81
2020-12-17,La Rioja,2.292,35,220,2,66 ,"8,15% ",25 ,"41,67% ",5,14
2020-12-18,Andalucía,22.582,340,2.166,18,1.242 ,"7,33% ",250 ,"15,01% ",128,160
2020-12-18,Aragón,9.383,171,850,15,387 ,"9,27% ",52 ,"22,41% ",51,48
2020-12-18,Asturias,4.809,110,354,3,451 ,"12,92% ",81 ,"24,25% ",23,58
2020-12-18,Baleares,2.724,73,393,9,288 ,"8,62% ",57 ,"19,72% ",31,29
2020-12-18,Canarias,2.895,117,531,9,298 ,"5,57% ",41 ,"9,28% ",27,29
2020-12-18,Cantabria,1.347,73,149,7,125 ,"7,76% ",21 ,"17,21% ",14,14
2020-12-18,Castilla La Mancha,13.796,119,874,10,522 ,"10,73% ",78 ,"20,58% ",38,50
2020-12-18,Castilla y León,17.602,222,1.295,11,747 ,"10,79% ",157 ,"28,44% ",79,74
2020-12-18,Cataluña,28.966,154,2.379,7,2.548 ,"10,34% ",365 ,"27,88% ",232,256
2020-12-18,Ceuta,194,6,22,1,13 ,"6,57% ",2 ,"11,76% ",1,1
2020-12-18,C. Valenciana,14.811,414,1.577,29,1.247 ,"10,85% ",239 ,"23,00% ",160,159
2020-12-18,Extremadura,3.408,80,300,5,178 ,"5,60% ",28 ,"12,50% ",20,12
2020-12-18,Galicia,6.906,204,802,31,318 ,"3,85% ",55 ,"7,60% ",38,37
2020-12-18,Madrid,53.693,186,3.810,15,1.838 ,"10,86% ",304 ,"25,48% ",188,177
2020-12-18,Melilla,323,3,44,0,14 ,"7,82% ",3 ,"21,43% ",2,1
2020-12-18,Murcia,5.005,79,675,9,216 ,"5,49% ",62 ,"13,75% ",22,21
2020-12-18,Navarra,4.460,56,366,6,137 ,"7,20% ",21 ,"16,94% ",11,9
2020-12-18,País Vasco,8.971,17,677,1,595 ,"12,95% ",81 ,"21,15% ",63,105
2020-12-18,La Rioja,2.299,34,220,2,60 ,"7,41% ",23 ,"38,33% ",3,9
2020-12-21,Andalucía,22.733,288,2.203,19,1.213 ,7% ,249 ,15% ,88,59
2020-12-21,Aragón,9.455,170,860,18,391 ,9% ,54 ,23% ,25,7
2020-12-21,Asturias,4.839,86,356,5,375 ,11% ,80 ,25% ,26,24
2020-12-21,Baleares,2.748,60,394,7,348 ,10% ,59 ,20% ,29,10
2020-12-21,Canarias,2.930,97,535,5,297 ,6% ,48 ,11% ,13,7
2020-12-21,Cantabria,1.355,40,150,4,122 ,8% ,21 ,17% ,11,9
2020-12-21,Castilla La Mancha,13.833,80,880,7,526 ,11% ,80 ,21% ,43,19
2020-12-21,Castilla y León,17.670,180,1.303,14,711 ,10% ,159 ,29% ,46,18
2020-12-21,Cataluña,29.112,154,2.385,5,2.664 ,11% ,367 ,28% ,177,134
2020-12-21,Ceuta,194,3,22,0,10 ,5% ,2 ,12% ,0,0
2020-12-21,C. Valenciana,14.927,308,1.588,21,1.503 ,13% ,253 ,24% ,212,49
2020-12-21,Extremadura,3.442,91,303,7,192 ,6% ,28 ,13% ,21,4
2020-12-21,Galicia,6.964,175,807,22,320 ,4% ,53 ,7% ,38,12
2020-12-21,Madrid,53.843,153,3.824,6,1.787 ,11% ,307 ,26% ,142,60
2020-12-21,Melilla,328,7,45,1,15 ,8% ,3 ,21% ,3,0
2020-12-21,Murcia,5.037,74,679,8,229 ,6% ,63 ,14% ,25,16
2020-12-21,Navarra,4.469,42,368,5,127 ,7% ,18 ,14% ,6,3
2020-12-21,País Vasco,8.985,5,679,0,570 ,13% ,79 ,21% ,32,24
2020-12-21,La Rioja,2.309,28,220,0,31 ,4% ,21 ,35% ,8,1
2020-12-22,Andalucía,22.817,291,2.207,17,1.177 ,"6,93% ",238 ,"14,30% ",135,161
2020-12-22,Aragón,9.484,166,859,17,369 ,"8,84% ",49 ,"21,12% ",38,52
2020-12-22,Asturias,4.876,86,357,4,385 ,"11,13% ",77 ,"23,91% ",26,37
2020-12-22,Baleares,2.786,74,395,4,358 ,"10,78% ",62 ,"21,45% ",47,35
2020-12-22,Canarias,2.948,96,537,5,294 ,"5,50% ",45 ,"10,18% ",18,23
2020-12-22,Cantabria,1.364,44,153,6,119 ,"7,39% ",24 ,"19,67% ",13,12
2020-12-22,Castilla La Mancha,13.868,76,881,8,537 ,"11,08% ",82 ,"21,64% ",72,58
2020-12-22,Castilla y León,17.717,179,1.310,10,693 ,"10,09% ",148 ,"26,91% ",68,76
2020-12-22,Cataluña,29.165,151,2.386,5,2.704 ,"10,91% ",362 ,"27,98% ",231,262
2020-12-22,Ceuta,195,4,23,1,9 ,"4,55% ",2 ,"11,76% ",1,2
2020-12-22,C. Valenciana,15.078,345,1.599,25,1.526 ,"13,35% ",252 ,"24,32% ",228,160
2020-12-22,Extremadura,3.459,91,304,5,193 ,"6,09% ",30 ,"13,95% ",21,14
2020-12-22,Galicia,7.015,180,811,21,348 ,"4,22% ",50 ,"6,91% ",51,35
2020-12-22,Madrid,53.937,163,3.831,7,1.798 ,"10,80% ",303 ,"25,33% ",218,198
2020-12-22,Melilla,329,7,45,1,12 ,"6,70% ",3 ,"21,43% ",0,3
2020-12-22,Murcia,5.058,80,681,6,229 ,"5,80% ",65 ,"13,95% ",27,25
2020-12-22,Navarra,4.477,42,369,6,125 ,"6,54% ",18 ,"14,40% ",8,9
2020-12-22,País Vasco,8.996,4,682,0,565 ,"12,72% ",76 ,"20,21% ",62,72
2020-12-22,La Rioja,2.311,22,220,0,59 ,"7,28% ",20 ,"33,33% ",2,7
2020-12-23,Andalucía,22.887,281,2.226,16,1.136 ,"6,68% ",245 ,"14,72% ",134,167
2020-12-23,Aragón,9.502,161,859,11,359 ,"8,60% ",46 ,"19,83% ",40,47
2020-12-23,Asturias,4.893,77,359,4,342 ,"9,88% ",69 ,"21,43% ",24,35
2020-12-23,Baleares,2.825,100,399,7,354 ,"10,67% ",60 ,"20,76% ",40,41
2020-12-23,Canarias,2.970,88,541,7,286 ,"5,35% ",43 ,"9,73% ",25,27
2020-12-23,Cantabria,1.368,38,153,6,108 ,"6,71% ",22 ,"18,03% ",9,18
2020-12-23,Castilla La Mancha,13.899,77,881,5,527 ,"10,87% ",87 ,"22,89% ",54,67
2020-12-23,Castilla y León,17.814,188,1.319,11,626 ,"9,09% ",145 ,"26,36% ",55,98
2020-12-23,Cataluña,29.212,137,2.389,3,2.785 ,"11,25% ",379 ,"29,63% ",272,300
2020-12-23,Ceuta,196,5,23,1,7 ,"3,52% ",1 ,"5,88% ",0,2
2020-12-23,C. Valenciana,15.282,450,1.616,31,1.514 ,"13,25% ",265 ,"25,63% ",225,196
2020-12-23,Extremadura,3.477,101,304,5,205 ,"6,47% ",27 ,"12,56% ",26,16
2020-12-23,Galicia,7.049,186,816,24,321 ,"3,90% ",49 ,"6,77% ",47,42
2020-12-23,Madrid,54.016,170,3.838,10,1.827 ,"10,99% ",303 ,"25,31% ",216,214
2020-12-23,Melilla,329,6,45,1,11 ,"6,15% ",4 ,"28,57% ",2,2
2020-12-23,Murcia,5.083,87,684,8,225 ,"5,72% ",68 ,"14,59% ",32,27
2020-12-23,Navarra,4.482,40,370,5,114 ,"5,97% ",17 ,"13,60% ",8,19
2020-12-23,País Vasco,8.997,2,682,0,522 ,"11,16% ",84 ,"19,49% ",51,85
2020-12-23,La Rioja,2.316,24,220,0,59 ,"7,28% ",18 ,"30,00% ",5,6
2020-12-24,Andalucía,22.972,292,2.233,15,1.016 ,"5,98% ",230 ,"13,84% ",110,209
2020-12-24,Aragón,9.503,139,860,8,321 ,"7,70% ",46 ,"19,83% ",40,72
2020-12-24,Asturias,4.906,70,361,4,301 ,"8,70% ",68 ,"21,12% ",22,51
2020-12-24,Baleares,2.873,121,405,9,353 ,"10,72% ",62 ,"21,45% ",38,39
2020-12-24,Canarias,2.971,70,541,6,284 ,"5,31% ",45 ,"10,18% ",28,26
2020-12-24,Cantabria,1.378,38,155,8,88 ,"5,47% ",22 ,"18,03% ",8,13
2020-12-24,Castilla La Mancha,13.919,72,887,7,465 ,"9,64% ",85 ,"22,37% ",56,120
2020-12-24,Castilla y León,17.851,179,1.320,12,589 ,"8,56% ",147 ,"26,73% ",54,76
2020-12-24,Cataluña,29.303,160,2.396,6,2.666 ,"10,84% ",373 ,"29,30% ",280,339
2020-12-24,Ceuta,196,3,23,1,5 ,"2,54% ",1 ,"5,88% ",0,2
2020-12-24,C. Valenciana,15.426,485,1.625,37,1.526 ,"13,36% ",259 ,"25,05% ",248,229
2020-12-24,Extremadura,3.492,96,305,4,193 ,"6,09% ",25 ,"11,63% ",26,23
2020-12-24,Galicia,7.088,184,822,24,308 ,"3,74% ",55 ,"7,60% ",46,43
2020-12-24,Madrid,54.113,189,3.840,8,1.759 ,"10,69% ",305 ,"25,54% ",215,264
2020-12-24,Melilla,329,4,45,0,11 ,"6,15% ",4 ,"28,57% ",2,2
2020-12-24,Murcia,5.083,74,684,6,210 ,"5,34% ",65 ,"13,95% ",30,24
2020-12-24,Navarra,4.489,37,372,7,98 ,"5,24% ",18 ,"14,40% ",6,17
2020-12-24,País Vasco,8.997,0,682,0,492 ,"10,60% ",79 ,"18,72% ",50,87
2020-12-24,La Rioja,2.319,22,220,0,59 ,"7,28% ",18 ,"30,00% ",5,6
2020-12-28,Andalucía,23.111,225,2.293,16,1.122 ,"6,61% ",226 ,"13,74% ",121,53
2020-12-28,Aragón,9.586,127,877,20,350 ,"8,43% ",49 ,"21,21% ",35,11
2020-12-28,Asturias,4.946,68,366,4,293 ,"8,45% ",65 ,"20,19% ",20,5
2020-12-28,Baleares,2.889,53,406,4,405 ,"12,87% ",84 ,"30,11% ",43,22
2020-12-28,Canarias,3.045,76,552,8,323 ,"6,05% ",46 ,"10,41% ",22,3
2020-12-28,Cantabria,1.718,30,218,9,100 ,"6,21% ",23 ,"18,85% ",6,6
2020-12-28,Castilla La Mancha,13.962,44,895,11,561 ,"11,58% ",93 ,"24,47% ",67,26
2020-12-28,Castilla y León,17.891,103,1.327,6,571 ,"8,29% ",142 ,"25,82% ",35,19
2020-12-28,Cataluña,29.438,128,2.404,9,2.949 ,"12,27% ",413 ,"32,32% ",232,143
2020-12-28,Ceuta,197,3,23,0,5 ,"2,51% ",1 ,"5,88% ",0,0
2020-12-28,C. Valenciana,15.587,323,1.640,28,1.880 ,"16,37% ",287 ,"27,49% ",242,74
2020-12-28,Extremadura,3.546,94,308,6,238 ,"7,51% ",31 ,"14,42% ",19,3
2020-12-28,Galicia,7.207,204,840,28,370 ,"4,54% ",58 ,"8,06% ",42,8
2020-12-28,Madrid,54.167,106,3.844,2,2.091 ,"12,70% ",318 ,"26,52% ",172,87
2020-12-28,Melilla,334,5,45,0,15 ,"8,38% ",4 ,"28,57% ",1,0
2020-12-28,Murcia,5.130,67,690,7,229 ,"5,82% ",73 ,"15,67% ",30,12
2020-12-28,Navarra,4.512,39,373,5,106 ,"5,71% ",18 ,"14,40% ",4,5
2020-12-28,País Vasco,9.020,0,683,0,498 ,"10,93% ",77 ,"16,89% ",37,14
2020-12-28,La Rioja,2.340,21,220,0,66 ,"8,15% ",14 ,"23,33% ",7,0
2020-12-29,Andalucía,23.216,233,2.325,22,1.079 ,"6,36% ",217 ,"13,20% ",133,159
2020-12-29,Aragón,9.610,127,880,19,353 ,"8,49% ",44 ,"19,05% ",42,34
2020-12-29,Asturias,4.959,63,366,3,287 ,"8,30% ",63 ,"19,57% ",27,19
2020-12-29,Baleares,2.912,49,408,5,416 ,"12,75% ",85 ,"29,41% ",38,38
2020-12-29,Canarias,3.065,79,555,8,321 ,"6,00% ",47 ,"10,68% ",26,23
2020-12-29,Cantabria,1.727,32,218,7,78 ,"5,36% ",21 ,"17,80% ",7,11
2020-12-29,Castilla La Mancha,13.992,47,897,9,601 ,"12,41% ",98 ,"25,79% ",94,48
2020-12-29,Castilla y León,17.922,93,1.330,6,488 ,"7,60% ",120 ,"23,81% ",40,43
2020-12-29,Cataluña,29.535,166,2.409,11,2.977 ,"12,30% ",428 ,"33,59% ",265,284
2020-12-29,Ceuta,197,0,23,0,2 ,"1,00% ",1 ,"5,88% ",0,3
2020-12-29,C. Valenciana,15.843,410,1.659,37,1.935 ,"16,83% ",300 ,"28,63% ",286,191
2020-12-29,Extremadura,3.574,98,309,6,252 ,"7,95% ",31 ,"14,42% ",24,12
2020-12-29,Galicia,7.249,205,843,28,335 ,"4,09% ",52 ,"7,19% ",46,47
2020-12-29,Madrid,54.294,138,3.852,3,1.906 ,"11,59% ",301 ,"25,34% ",219,197
2020-12-29,Melilla,335,6,45,0,13 ,"7,26% ",2 ,"14,29% ",1,4
2020-12-29,Murcia,5.163,86,699,15,233 ,"5,92% ",75 ,"16,09% ",35,31
2020-12-29,Navarra,4.519,42,374,5,112 ,"6,02% ",19 ,"15,20% ",10,4
2020-12-29,País Vasco,9.043,1,684,0,483 ,"10,49% ",77 ,"16,45% ",42,55
2020-12-29,La Rioja,2.341,22,220,0,67 ,"8,27% ",13 ,"21,67% ",5,4
2020-12-30,Andalucía,23.267,212,2.328,20,951 ,"5,60% ",212 ,"12,90% ",117,147
2020-12-30,Aragón,9.641,128,883,19,335 ,"8,07% ",42 ,"18,18% ",32,54
2020-12-30,Asturias,4.970,56,366,3,269 ,"7,78% ",64 ,"19,88% ",20,20
2020-12-30,Baleares,2.956,56,418,10,417 ,"12,74% ",92 ,"31,51% ",54,46
2020-12-30,Canarias,3.084,85,558,8,297 ,"5,55% ",51 ,"11,54% ",21,33
2020-12-30,Cantabria,1.733,33,220,9,75 ,"5,15% ",21 ,"17,80% ",8,8
2020-12-30,Castilla La Mancha,14.028,63,899,5,599 ,"12,37% ",97 ,"25,53% ",82,83
2020-12-30,Castilla y León,17.982,105,1.332,6,558 ,"8,17% ",143 ,"26,29% ",51,57
2020-12-30,Cataluña,29.653,207,2.418,14,3.089 ,"12,74% ",433 ,"34,01% ",356,353
2020-12-30,Ceuta,197,0,23,0,2 ,"1,01% ",0 ,"0,00% ",0,1
2020-12-30,C. Valenciana,16.001,416,1.672,35,1.875 ,"16,26% ",306 ,"29,31% ",231,236
2020-12-30,Extremadura,3.585,83,310,7,234 ,"7,38% ",35 ,"16,28% ",16,22
2020-12-30,Galicia,7.288,207,851,29,337 ,"4,10% ",53 ,"7,26% ",41,42
2020-12-30,Madrid,54.449,189,3.861,6,1.975 ,"12,02% ",301 ,"25,17% ",303,239
2020-12-30,Melilla,335,6,45,0,13 ,"7,26% ",3 ,"21,43% ",1,0
2020-12-30,Murcia,5.189,91,703,15,218 ,"5,54% ",69 ,"14,81% ",27,32
2020-12-30,Navarra,4.529,45,375,5,109 ,"5,86% ",20 ,"16,00% ",5,7
2020-12-30,País Vasco,9.057,3,685,0,485 ,"10,69% ",80 ,"19,00% ",64,66
2020-12-30,La Rioja,2.348,24,220,0,67 ,"8,27% ",13 ,"21,67% ",4,8
2020-12-31,Andalucía,23.363,234,2.338,19,945 ,"5,57% ",205 ,"12,47% ",112,176
2020-12-31,Aragón,9.672,140,887,23,312 ,"7,51% ",44 ,"19,05% ",46,64
2020-12-31,Asturias,4.979,55,367,3,242 ,"7,00% ",64 ,"19,88% ",14,37
2020-12-31,Baleares,3.061,142,440,29,404 ,"12,26% ",89 ,"30,48% ",38,49
2020-12-31,Canarias,3.084,65,558,7,279 ,"5,22% ",53 ,"11,96% ",19,36
2020-12-31,Cantabria,1.757,44,224,8,82 ,"5,63% ",20 ,"16,95% ",16,8
2020-12-31,Castilla La Mancha,14.068,81,906,8,557 ,"11,53% ",99 ,"26,05% ",56,115
2020-12-31,Castilla y León,18.009,109,1.335,7,517 ,"7,64% ",141 ,"25,92% ",62,84
2020-12-31,Cataluña,29.773,222,2.426,13,3.012 ,"12,36% ",429 ,"34,10% ",324,346
2020-12-31,Ceuta,198,0,23,0,1 ,"0,50% ",0 ,"0,00% ",0,1
2020-12-31,C. Valenciana,16.193,445,1.681,35,1.895 ,"16,12% ",306 ,"29,25% ",260,264
2020-12-31,Extremadura,3.594,79,311,4,220 ,"6,94% ",29 ,"13,49% ",24,27
2020-12-31,Galicia,7.329,208,857,27,340 ,"4,14% ",52 ,"7,12% ",42,38
2020-12-31,Madrid,54.502,188,3.867,11,1.880 ,"11,54% ",305 ,"25,65% ",216,298
2020-12-31,Melilla,335,5,46,1,11 ,"6,15% ",2 ,"14,29% ",1,3
2020-12-31,Murcia,5.193,81,703,13,208 ,"5,29% ",67 ,"14,38% ",33,41
2020-12-31,Navarra,4.546,57,377,5,102 ,"5,48% ",19 ,"15,20% ",6,15
2020-12-31,País Vasco,9.056,1,685,0,465 ,"10,33% ",80 ,"19,05% ",38,73
2020-12-31,La Rioja,2.352,25,220,0,63 ,"7,78% ",14 ,"23,33% ",9,9
2021-01-04,Andalucía,23.458,189,2.336,10,1.095 ,"6,46% ",221 ,"13,45% ",127,65
2021-01-04,Aragón,9.771,168,898,18,388 ,"9,33% ",48 ,"20,78% ",48,16
2021-01-04,Asturias,5.020,58,371,3,250 ,"7,23% ",62 ,"19,25% ",19,3
2021-01-04,Baleares,3.083,50,441,6,427 ,"12,94% ",101 ,"34,59% ",36,20
2021-01-04,Canarias,3.143,71,572,5,291 ,"5,45% ",52 ,"11,74% ",17,0
2021-01-04,Cantabria,1.784,53,227,5,116 ,"7,20% ",22 ,"18,03% ",13,4
2021-01-04,Castilla La Mancha,14.142,82,910,8,697 ,"14,57% ",105 ,"26,85% ",72,15
2021-01-04,Castilla y León,18.109,138,1.344,9,586 ,"8,91% ",140 ,"27,29% ",59,9
2021-01-04,Cataluña,29.888,100,2.431,2,3.454 ,"14,20% ",457 ,"35,51% ",278,186
2021-01-04,Ceuta,199,1,23,0,1 ,"0,50% ",0 ,"0,00% ",0,1
2021-01-04,C. Valenciana,16.379,261,1.700,22,2.321 ,"20,57% ",352 ,"34,04% ",312,103
2021-01-04,Extremadura,3.658,87,316,7,321 ,"10,15% ",30 ,"14,29% ",34,3
2021-01-04,Galicia,7.446,199,872,26,390 ,"4,74% ",56 ,"7,67% ",52,9
2021-01-04,Madrid,54.562,102,3.873,9,2.216 ,"13,52% ",358 ,"29,56% ",212,97
2021-01-04,Melilla,337,3,46,1,14 ,"7,82% ",2 ,"14,29% ",3,0
2021-01-04,Murcia,5.222,58,709,7,239 ,"6,08% ",74 ,"15,88% ",51,12
2021-01-04,Navarra,4.565,50,379,6,96 ,"5,16% ",21 ,"16,80% ",1,4
2021-01-04,País Vasco,9.067,0,687,0,470 ,"10,54% ",74 ,"17,66% ",39,13
2021-01-04,La Rioja,2.379,32,222,2,86 ,"10,62% ",17 ,"28,33% ",7,2
2021-01-05,Andalucía,23.576,229,2.345,7,1.143 ,"6,74% ",204 ,"12,58% ",190,137
2021-01-05,Aragón,9.802,173,902,19,441 ,"10,63% ",46 ,"19,91% ",49,32
